aqi,so2,co,pm10,no2,o3(8h),pm25,Class
61,61,2,27,25,39,41,2
39,2,6,27,25,39,29,1
39,5,2,30,25,39,37,1
54,5,5,33,25,39,54,2
45,5,5,35,25,39,45,1
39,2,3,39,25,39,38,1
42,5,2,40,25,39,42,1
65,2,3,40,25,39,65,2
66,5,3,46,25,39,66,2
68,12,3,50,25,39,68,2
39,5,2,12,27,39,31,1
39,2,3,13,27,39,19,1
39,5,2,14,27,39,17,1
39,8,1,15,27,39,22,1
39,2,3,15,27,39,32,1
39,2,3,16,27,39,16,1
39,2,2,17,27,39,29,1
56,5,3,17,27,39,56,2
39,5,2,18,27,39,27,1
39,8,3,19,27,39,24,1
39,2,3,20,27,39,25,1
48,5,2,21,27,39,48,1
39,2,3,21,27,39,20,1
39,2,2,22,27,39,36,1
39,5,3,22,27,39,30,1
45,5,2,25,27,39,45,1
41,2,3,26,27,39,41,1
65,2,7,26,27,39,65,2
43,5,2,28,27,39,43,1
50,2,3,28,27,39,50,1
45,2,3,28,27,39,45,1
39,2,3,30,27,39,38,1
79,2,2,33,27,39,79,2
60,5,3,33,27,39,60,2
76,5,7,33,27,39,76,2
81,2,5,43,27,39,81,2
45,5,2,45,27,39,35,1
71,5,3,49,27,39,71,2
83,5,5,56,27,39,83,2
72,2,3,58,27,39,72,2
39,2,3,7,28,39,17,1
39,2,2,12,28,39,27,1
39,5,3,15,28,39,31,1
39,2,5,15,28,39,28,1
39,2,2,19,28,39,35,1
39,8,2,19,28,39,24,1
39,2,3,20,28,39,25,1
39,2,2,24,28,39,28,1
39,2,3,24,28,39,33,1
39,2,2,25,28,39,34,1
52,5,2,25,28,39,52,2
55,5,3,26,28,39,55,2
63,2,7,26,28,39,63,2
39,0,2,29,28,39,33,1
39,5,2,29,28,39,37,1
39,8,3,29,28,39,30,1
44,2,3,30,28,39,44,1
68,2,2,36,28,39,68,2
67,8,5,37,28,39,67,2
95,2,6,37,28,39,95,2
39,2,3,10,30,39,14,1
39,8,3,16,30,39,23,1
39,5,2,17,30,39,27,1
39,5,2,18,30,39,28,1
40,8,3,18,30,39,40,1
39,2,3,21,30,39,24,1
39,2,3,21,30,39,38,1
54,5,5,21,30,39,54,2
39,2,3,22,30,39,39,1
53,20,5,22,30,39,53,2
54,5,2,24,30,39,54,2
39,12,3,24,30,39,27,1
58,2,3,26,30,39,58,2
44,5,3,26,30,39,44,1
39,5,3,26,30,39,33,1
39,5,2,28,30,39,32,1
71,2,2,29,30,39,71,2
60,12,3,32,30,39,60,2
39,2,2,34,30,39,38,1
54,5,1,35,30,39,54,2
71,2,5,35,30,39,71,2
45,25,5,41,30,39,45,1
45,5,10,42,30,39,45,1
77,22,5,45,30,39,77,2
68,10,6,45,30,39,68,2
75,5,3,49,30,39,75,2
42,0,3,7,32,39,42,1
39,2,2,8,32,39,7,1
39,2,5,12,32,39,23,1
39,2,3,18,32,39,39,1
39,0,3,19,32,39,27,1
39,5,3,20,32,39,31,1
39,2,2,25,32,39,37,1
39,2,3,25,32,39,36,1
39,0,5,26,32,39,33,1
39,2,3,27,32,39,35,1
48,5,3,27,32,39,48,1
49,20,6,27,32,39,49,1
49,8,2,28,32,39,49,1
47,0,3,37,32,39,47,1
63,2,5,41,32,39,63,2
85,5,5,46,32,39,85,2
68,2,3,48,32,39,68,2
99,2,5,67,32,39,99,2
39,2,3,10,33,39,18,1
39,2,3,15,33,39,31,1
39,2,3,19,33,39,32,1
41,2,3,20,33,39,41,1
39,8,1,21,33,39,22,1
45,2,5,23,33,39,45,1
39,5,2,25,33,39,31,1
64,12,6,36,33,39,64,2
58,8,3,45,33,39,58,2
39,2,5,11,35,39,20,1
39,2,2,15,35,39,20,1
39,5,2,15,35,39,22,1
39,5,3,17,35,39,31,1
39,5,6,18,35,39,26,1
39,5,3,19,35,39,29,1
56,2,5,21,35,39,56,2
39,2,5,22,35,39,39,1
39,5,2,23,35,39,35,1
64,2,6,23,35,39,64,2
42,2,5,25,35,39,42,1
55,0,3,26,35,39,55,2
40,15,3,27,35,39,40,1
49,0,5,27,35,39,49,1
66,2,8,27,35,39,66,2
48,2,3,28,35,39,48,1
46,8,3,30,35,39,46,1
52,8,3,33,35,39,52,2
67,2,5,34,35,39,67,2
66,8,7,52,35,39,66,2
77,8,5,55,35,39,77,2
39,2,3,9,37,39,35,1
39,2,3,22,37,39,29,1
39,5,2,24,37,39,34,1
39,5,3,24,37,39,36,1
40,2,5,24,37,39,40,1
57,2,5,25,37,39,57,2
55,8,3,27,37,39,55,2
54,2,6,28,37,39,54,2
74,5,5,35,37,39,74,2
58,2,3,36,37,39,58,2
75,5,6,37,37,39,75,2
61,2,5,44,37,39,61,2
91,2,6,45,37,39,91,2
99,5,5,62,37,39,99,2
39,2,3,19,38,39,23,1
39,2,3,24,38,39,33,1
39,2,1,26,38,39,26,1
39,2,2,26,38,39,34,1
55,2,3,27,38,39,55,2
39,22,2,28,38,39,36,1
66,5,5,28,38,39,66,2
57,5,5,28,38,39,57,2
39,2,5,29,38,39,39,1
43,8,2,36,38,39,43,1
92,0,7,42,38,39,92,2
74,8,5,45,38,39,74,2
93,5,6,46,38,39,93,2
68,8,3,51,38,39,68,2
82,8,5,57,38,39,82,2
40,5,3,11,40,39,20,1
40,2,5,13,40,39,31,1
40,2,2,14,40,39,24,1
40,0,3,18,40,39,26,1
40,5,3,19,40,39,31,1
40,2,5,19,40,39,29,1
40,0,2,20,40,39,24,1
40,10,5,23,40,39,39,1
51,5,3,30,40,39,51,2
50,5,3,31,40,39,50,1
54,2,3,32,40,39,54,2
46,5,3,32,40,39,46,1
48,8,2,35,40,39,48,1
68,10,3,35,40,39,68,2
61,2,5,35,40,39,61,2
52,2,5,36,40,39,52,2
76,5,5,40,40,39,76,2
55,8,5,46,40,39,55,2
42,2,2,10,42,39,13,1
42,10,5,12,42,39,24,1
42,2,3,13,42,39,31,1
42,2,3,13,42,39,20,1
42,8,3,13,42,39,20,1
42,2,5,18,42,39,31,1
42,8,5,25,42,39,38,1
53,5,6,26,42,39,53,2
48,5,5,27,42,39,48,1
42,8,2,28,42,39,32,1
55,2,6,29,42,39,55,2
42,2,3,30,42,39,40,1
65,15,6,47,42,39,65,2
43,5,3,12,43,39,30,1
43,5,2,16,43,39,28,1
43,2,6,21,43,39,33,1
46,2,3,22,43,39,46,1
43,15,3,22,43,39,32,1
43,2,5,22,43,39,25,1
43,5,5,23,43,39,33,1
49,2,5,27,43,39,49,1
64,8,3,40,43,39,64,2
78,5,3,63,43,39,78,2
45,8,2,20,45,39,37,1
45,5,3,20,45,39,35,1
45,8,3,24,45,39,42,1
45,2,5,26,45,39,31,1
89,5,6,64,45,39,89,2
47,2,3,9,47,39,27,1
47,2,6,20,47,39,44,1
47,5,3,22,47,39,18,1
47,2,3,23,47,39,44,1
47,2,3,24,47,39,44,1
62,5,7,33,47,39,62,2
89,10,6,48,47,39,89,2
54,8,2,49,47,39,54,2
82,8,5,63,47,39,82,2
48,5,2,16,48,39,31,1
48,5,2,18,48,39,29,1
48,8,3,20,48,39,29,1
56,2,6,31,48,39,56,2
50,2,5,8,50,39,7,1
50,12,5,16,50,39,30,1
50,2,6,22,50,39,31,1
56,2,5,23,50,39,56,2
67,10,7,33,50,39,67,2
67,2,6,38,50,39,67,2
84,10,6,43,50,39,84,2
74,5,5,51,50,39,74,2
79,12,6,52,50,39,79,2
51,5,5,17,51,39,26,2
51,5,2,19,51,39,34,2
51,2,2,21,51,39,44,2
58,2,6,26,51,39,58,2
51,2,3,30,51,39,31,2
51,8,1,34,51,39,38,2
63,8,3,35,51,39,63,2
58,5,6,37,51,39,58,2
54,5,2,38,51,39,54,2
52,0,2,11,52,39,13,2
52,2,5,19,52,39,24,2
52,12,6,23,52,39,31,2
58,5,5,30,52,39,58,2
64,2,8,30,52,39,64,2
64,8,3,35,52,39,64,2
71,8,5,45,52,39,71,2
56,2,6,23,53,39,56,2
55,5,3,36,53,39,55,2
72,2,3,62,53,39,72,2
54,12,3,21,54,39,35,2
54,2,5,22,54,39,44,2
60,18,2,38,54,39,60,2
74,2,5,43,54,39,74,2
73,5,5,46,54,39,73,2
88,10,7,54,54,39,88,2
55,2,6,9,55,39,17,2
55,2,5,12,55,39,33,2
55,2,7,13,55,39,22,2
55,5,5,15,55,39,25,2
55,18,5,27,55,39,43,2
55,8,6,27,55,39,55,2
55,5,5,32,55,39,48,2
67,0,8,34,55,39,67,2
70,8,5,38,55,39,70,2
87,8,11,44,55,39,87,2
81,5,6,46,55,39,81,2
69,5,7,48,55,39,69,2
88,10,7,51,55,39,88,2
71,8,5,52,55,39,71,2
96,5,3,53,55,39,96,2
56,2,7,16,56,39,27,2
61,8,12,28,56,39,61,2
75,12,7,33,56,39,75,2
66,5,6,38,56,39,66,2
85,8,9,42,56,39,85,2
71,5,8,49,56,39,71,2
57,2,7,18,57,39,46,2
57,0,5,24,57,39,33,2
57,5,7,28,57,39,51,2
72,5,7,31,57,39,72,2
57,2,6,37,57,39,57,2
74,2,6,39,57,39,74,2
66,15,9,36,59,39,66,2
60,8,5,18,60,39,32,2
60,5,6,31,60,39,53,2
68,10,8,36,60,39,68,2
66,2,6,42,60,39,66,2
89,5,8,53,60,39,89,2
61,5,7,21,61,39,40,2
61,8,6,34,61,39,59,2
62,2,10,29,62,39,46,2
67,5,5,35,62,39,67,2
63,2,9,22,63,39,52,2
63,10,5,28,63,39,46,2
40,0,1,4,0,40,1,1
55,0,1,55,0,40,50,2
40,2,1,1,2,40,4,1
40,0,1,2,2,40,3,1
40,0,1,6,2,40,,1
40,2,1,6,2,40,12,1
40,0,3,6,2,40,10,1
40,2,3,8,2,40,11,1
40,2,1,10,2,40,16,1
40,2,1,11,2,40,19,1
40,0,1,14,2,40,23,1
40,2,3,5,3,40,10,1
40,2,2,8,3,40,11,1
40,0,1,23,3,40,34,1
40,2,1,29,3,40,23,1
40,0,1,7,5,40,9,1
40,2,1,7,5,40,10,1
40,2,1,7,5,40,7,1
40,2,1,9,5,40,15,1
40,2,1,14,5,40,,1
40,2,1,15,5,40,29,1
40,2,1,15,5,40,10,1
40,2,1,18,5,40,27,1
40,0,2,25,5,40,7,1
40,5,2,26,5,40,22,1
40,0,2,39,5,40,31,1
40,0,1,7,7,40,8,1
40,2,1,8,7,40,2,1
40,2,2,8,7,40,13,1
40,0,2,11,7,40,13,1
40,0,1,12,7,40,9,1
40,5,1,14,7,40,17,1
40,0,1,15,7,40,30,1
40,2,1,15,7,40,14,1
40,0,3,15,7,40,31,1
40,2,1,16,7,40,20,1
40,2,1,16,7,40,33,1
40,2,1,17,7,40,28,1
40,2,1,19,7,40,23,1
44,2,1,21,7,40,44,1
40,2,2,21,7,40,24,1
40,0,1,22,7,40,23,1
40,2,1,22,7,40,35,1
40,0,2,22,7,40,21,1
40,2,2,22,7,40,24,1
46,2,1,24,7,40,46,1
40,0,2,32,7,40,30,1
40,0,1,2,8,40,5,1
40,2,2,6,8,40,5,1
40,5,2,6,8,40,2,1
40,0,2,8,8,40,16,1
40,2,1,9,8,40,5,1
40,0,2,9,8,40,21,1
40,2,2,9,8,40,11,1
40,2,1,10,8,40,14,1
40,2,2,11,8,40,14,1
40,2,1,12,8,40,18,1
40,2,3,12,8,40,19,1
40,2,5,12,8,40,35,1
40,2,1,13,8,40,26,1
40,0,1,14,8,40,26,1
40,2,1,14,8,40,17,1
40,2,1,16,8,40,21,1
40,2,1,16,8,40,12,1
40,0,1,18,8,40,26,1
40,5,1,18,8,40,24,1
40,5,1,19,8,40,17,1
40,2,2,19,8,40,26,1
40,2,2,20,8,40,21,1
40,0,1,23,8,40,32,1
40,2,1,23,8,40,31,1
40,2,1,24,8,40,27,1
47,0,3,24,8,40,47,1
40,0,1,26,8,40,19,1
40,2,2,27,8,40,14,1
54,2,3,27,8,40,54,2
40,2,1,30,8,40,33,1
40,0,2,7,10,40,3,1
40,2,2,10,10,40,22,1
40,5,1,11,10,40,20,1
40,5,1,11,10,40,22,1
40,5,2,12,10,40,15,1
40,2,1,14,10,40,20,1
40,5,1,14,10,40,16,1
40,2,2,15,10,40,12,1
40,2,1,16,10,40,21,1
40,2,1,16,10,40,27,1
40,2,2,17,10,40,28,1
40,0,1,20,10,40,21,1
40,5,1,20,10,40,33,1
57,0,2,20,10,40,57,2
45,2,2,20,10,40,45,1
40,2,2,20,10,40,22,1
61,10,3,21,10,40,61,2
55,2,2,24,10,40,55,2
54,2,3,30,10,40,54,2
40,2,5,5,12,40,22,1
40,2,3,6,12,40,17,1
40,0,2,8,12,40,23,1
40,0,2,9,12,40,12,1
40,0,3,11,12,40,29,1
40,5,1,12,12,40,11,1
40,0,1,13,12,40,12,1
40,2,1,13,12,40,12,1
40,2,2,13,12,40,8,1
40,5,2,14,12,40,22,1
40,2,1,15,12,40,24,1
40,2,1,15,12,40,26,1
40,2,2,15,12,40,23,1
40,2,2,16,12,40,27,1
40,2,2,16,12,40,26,1
40,2,2,16,12,40,14,1
40,0,1,17,12,40,27,1
40,2,2,17,12,40,30,1
40,2,2,17,12,40,21,1
40,2,2,17,12,40,18,1
40,0,1,18,12,40,30,1
40,2,2,18,12,40,32,1
40,0,1,19,12,40,25,1
40,10,1,19,12,40,16,1
40,0,2,20,12,40,22,1
40,5,1,21,12,40,27,1
44,0,2,21,12,40,44,1
40,5,1,22,12,40,31,1
57,2,5,22,12,40,57,2
40,5,1,24,12,40,28,1
40,8,1,25,12,40,34,1
40,2,3,25,12,40,20,1
40,0,1,27,12,40,27,1
40,5,2,27,12,40,38,1
40,0,1,31,12,40,38,1
69,8,3,33,12,40,69,2
40,2,5,33,12,40,25,1
77,5,3,58,12,40,77,2
40,2,2,7,13,40,20,1
40,2,1,10,13,40,14,1
40,5,1,11,13,40,11,1
40,2,2,11,13,40,13,1
40,2,3,11,13,40,23,1
40,2,2,12,13,40,27,1
40,10,2,12,13,40,23,1
40,2,1,14,13,40,20,1
40,2,2,14,13,40,29,1
40,2,2,15,13,40,34,1
40,5,1,18,13,40,28,1
42,5,1,19,13,40,42,1
51,51,1,19,13,40,35,2
40,2,1,22,13,40,32,1
45,2,2,24,13,40,45,1
53,2,5,24,13,40,53,2
92,2,2,92,13,40,46,2
40,2,1,9,15,40,3,1
40,2,2,9,15,40,19,1
40,5,2,11,15,40,15,1
40,8,1,12,15,40,10,1
40,2,2,12,15,40,23,1
40,2,2,12,15,40,18,1
40,0,3,14,15,40,15,1
40,2,1,15,15,40,18,1
40,2,1,15,15,40,29,1
40,2,2,15,15,40,31,1
40,2,2,16,15,40,20,1
40,2,2,16,15,40,6,1
40,5,2,16,15,40,15,1
40,0,3,16,15,40,30,1
55,2,5,16,15,40,55,2
40,2,1,17,15,40,23,1
40,2,2,17,15,40,30,1
40,2,2,17,15,40,21,1
40,2,2,17,15,40,33,1
40,2,1,19,15,40,32,1
40,0,2,19,15,40,13,1
40,2,2,19,15,40,32,1
41,5,5,19,15,40,41,1
40,2,2,20,15,40,31,1
48,2,3,20,15,40,48,1
40,10,1,23,15,40,40,1
41,2,2,25,15,40,41,1
40,5,2,25,15,40,23,1
41,8,2,27,15,40,41,1
52,8,3,30,15,40,52,2
41,8,3,31,15,40,41,1
68,2,5,39,15,40,68,2
40,2,2,40,15,40,40,1
45,2,2,45,15,40,32,1
55,2,2,50,15,40,55,2
109,2,5,54,15,40,109,3
40,8,2,11,17,40,20,1
40,2,1,12,17,40,15,1
40,8,1,12,17,40,20,1
40,8,1,14,17,40,32,1
40,2,3,15,17,40,28,1
40,2,2,16,17,40,19,1
40,5,2,16,17,40,18,1
40,5,2,16,17,40,19,1
40,2,3,16,17,40,13,1
40,5,3,16,17,40,25,1
40,2,2,17,17,40,34,1
40,12,2,18,17,40,30,1
40,2,3,18,17,40,25,1
44,5,1,19,17,40,44,1
40,2,2,20,17,40,34,1
40,5,1,21,17,40,38,1
40,2,2,21,17,40,35,1
40,5,2,21,17,40,25,1
40,5,2,21,17,40,35,1
40,2,1,22,17,40,34,1
41,2,3,23,17,40,41,1
52,2,5,23,17,40,52,2
48,5,3,25,17,40,48,1
40,5,3,30,17,40,,1
48,5,2,31,17,40,48,1
68,8,5,36,17,40,68,2
68,5,3,37,17,40,68,2
65,2,3,39,17,40,65,2
43,8,3,39,17,40,43,1
69,2,3,42,17,40,69,2
40,0,3,3,18,40,5,1
40,0,1,5,18,40,10,1
40,2,2,6,18,40,1,1
40,5,2,10,18,40,13,1
40,2,2,11,18,40,23,1
40,2,2,12,18,40,16,1
40,5,1,13,18,40,30,1
40,0,3,13,18,40,16,1
40,8,1,14,18,40,35,1
40,2,2,15,18,40,20,1
40,5,2,15,18,40,28,1
40,2,2,18,18,40,29,1
40,10,2,18,18,40,39,1
42,2,3,18,18,40,42,1
40,2,1,22,18,40,29,1
40,8,1,22,18,40,36,1
42,0,2,23,18,40,42,1
40,2,2,23,18,40,29,1
56,2,3,24,18,40,56,2
40,2,2,26,18,40,26,1
43,2,5,26,18,40,43,1
40,2,2,28,18,40,32,1
44,2,3,28,18,40,44,1
48,2,3,33,18,40,48,1
50,5,3,33,18,40,50,1
75,10,2,36,18,40,75,2
53,8,3,38,18,40,53,2
64,8,2,46,18,40,64,2
40,0,1,4,20,40,4,1
40,2,2,5,20,40,18,1
40,0,1,9,20,40,29,1
40,2,2,12,20,40,17,1
40,2,2,12,20,40,29,1
40,2,2,13,20,40,11,1
40,2,2,14,20,40,25,1
40,2,2,14,20,40,16,1
40,5,1,15,20,40,15,1
40,2,2,15,20,40,21,1
46,2,3,16,20,40,46,1
44,2,5,16,20,40,44,1
40,2,5,16,20,40,26,1
40,2,3,17,20,40,28,1
40,2,3,17,20,40,30,1
40,0,3,18,20,40,39,1
40,0,3,19,20,40,27,1
40,0,2,20,20,40,21,1
43,5,2,20,20,40,43,1
40,5,2,20,20,40,38,1
40,18,3,20,20,40,22,1
40,2,3,21,20,40,32,1
40,2,2,22,20,40,28,1
40,5,2,22,20,40,31,1
48,2,3,22,20,40,48,1
40,2,2,24,20,40,31,1
40,2,3,25,20,40,38,1
40,8,1,28,20,40,23,1
49,18,2,28,20,40,49,1
40,8,2,29,20,40,18,1
40,5,2,30,20,40,35,1
40,8,2,30,20,40,19,1
67,10,2,32,20,40,67,2
52,5,2,35,20,40,52,2
43,2,2,39,20,40,43,1
47,5,2,41,20,40,47,1
81,5,3,60,20,40,81,2
84,8,3,84,20,40,70,2
40,8,1,11,22,40,19,1
40,0,2,11,22,40,11,1
40,8,2,14,22,40,23,1
40,8,2,14,22,40,19,1
40,5,2,15,22,40,29,1
40,2,2,16,22,40,26,1
40,2,2,16,22,40,25,1
40,2,2,17,22,40,40,1
40,5,2,17,22,40,25,1
40,2,2,18,22,40,28,1
40,10,2,18,22,40,38,1
40,2,2,19,22,40,25,1
40,5,2,19,22,40,15,1
44,10,3,19,22,40,44,1
43,2,2,20,22,40,43,1
40,2,3,20,22,40,26,1
40,5,1,22,22,40,36,1
40,2,2,22,22,40,25,1
40,2,2,22,22,40,35,1
59,5,5,23,22,40,59,2
53,2,3,24,22,40,53,2
46,2,3,25,22,40,46,1
42,5,1,27,22,40,42,1
44,2,2,27,22,40,44,1
40,10,3,27,22,40,28,1
40,2,2,28,22,40,32,1
46,5,2,29,22,40,46,1
53,2,5,29,22,40,53,2
52,2,2,31,22,40,52,2
44,5,3,31,22,40,44,1
61,2,2,33,22,40,61,2
81,5,2,36,22,40,81,2
48,10,3,36,22,40,48,1
64,2,3,38,22,40,64,2
86,10,2,41,22,40,86,2
46,5,3,41,22,40,46,1
54,0,3,42,22,40,54,2
48,5,2,45,22,40,48,1
91,8,5,46,22,40,91,2
110,5,7,60,22,40,110,3
91,2,5,65,22,40,91,2
90,2,6,73,22,40,90,2
40,2,3,9,23,40,20,1
40,8,2,10,23,40,9,1
40,2,1,11,23,40,28,1
40,2,2,12,23,40,15,1
40,5,2,14,23,40,16,1
40,2,3,14,23,40,27,1
46,2,1,17,23,40,46,1
40,2,1,17,23,40,23,1
40,2,3,17,23,40,36,1
40,2,2,18,23,40,30,1
40,5,2,19,23,40,19,1
40,5,2,21,23,40,37,1
52,2,3,23,23,40,52,2
42,2,3,23,23,40,42,1
40,2,1,24,23,40,22,1
40,8,1,25,23,40,36,1
40,2,2,25,23,40,27,1
40,2,2,26,23,40,37,1
45,10,2,26,23,40,45,1
63,2,3,31,23,40,63,2
40,2,3,32,23,40,40,1
72,8,5,37,23,40,72,2
87,5,5,40,23,40,87,2
65,8,2,43,23,40,65,2
70,12,5,45,23,40,70,2
62,15,2,46,23,40,62,2
53,5,3,47,23,40,53,2
40,2,2,6,25,40,10,1
40,2,3,8,25,40,27,1
40,2,3,12,25,40,17,1
40,2,3,14,25,40,36,1
40,2,2,15,25,40,31,1
40,8,2,15,25,40,23,1
40,2,3,17,25,40,19,1
40,2,3,17,25,40,25,1
40,5,2,18,25,40,29,1
40,2,3,18,25,40,33,1
40,0,1,19,25,40,26,1
52,2,3,20,25,40,52,2
40,2,3,21,25,40,22,1
40,20,3,21,25,40,33,1
52,0,5,24,25,40,52,2
42,2,2,25,25,40,42,1
42,12,5,25,25,40,42,1
40,8,2,29,25,40,30,1
44,25,2,29,25,40,44,1
60,8,3,29,25,40,60,2
61,5,5,29,25,40,61,2
56,15,3,32,25,40,56,2
49,2,3,34,25,40,49,1
43,5,2,35,25,40,43,1
57,0,3,35,25,40,57,2
74,5,5,37,25,40,74,2
60,5,5,37,25,40,60,2
53,2,3,38,25,40,53,2
76,8,2,44,25,40,76,2
69,2,3,44,25,40,69,2
96,2,5,47,25,40,96,2
40,2,2,10,27,40,8,1
41,2,3,13,27,40,41,1
40,2,3,14,27,40,19,1
40,10,3,16,27,40,28,1
40,2,2,18,27,40,37,1
40,0,3,18,27,40,28,1
40,2,3,19,27,40,35,1
40,2,2,20,27,40,33,1
40,2,3,20,27,40,36,1
42,8,2,22,27,40,42,1
47,2,3,22,27,40,47,1
51,2,3,23,27,40,51,2
40,2,2,26,27,40,38,1
77,2,6,26,27,40,77,2
42,2,5,27,27,40,42,1
50,5,2,28,27,40,50,1
62,8,3,28,27,40,62,2
40,5,2,29,27,40,38,1
40,5,2,30,27,40,40,1
60,2,3,33,27,40,60,2
54,5,5,34,27,40,54,2
56,2,5,36,27,40,56,2
58,2,5,41,27,40,58,2
88,10,5,47,27,40,88,2
40,0,3,7,28,40,30,1
40,2,3,12,28,40,26,1
40,2,2,13,28,40,27,1
40,2,2,16,28,40,40,1
40,8,2,16,28,40,23,1
40,2,2,17,28,40,27,1
40,10,3,19,28,40,29,1
43,2,7,19,28,40,43,1
40,8,2,23,28,40,36,1
42,0,6,24,28,40,42,1
42,5,2,26,28,40,42,1
40,2,3,26,28,40,36,1
40,2,2,27,28,40,34,1
40,12,2,27,28,40,38,1
51,5,3,27,28,40,51,2
64,2,2,28,28,40,64,2
40,5,2,28,28,40,36,1
59,10,3,28,28,40,59,2
72,8,5,28,28,40,72,2
49,2,3,30,28,40,49,1
65,2,3,31,28,40,65,2
78,2,7,31,28,40,78,2
66,2,2,32,28,40,66,2
53,8,5,32,28,40,53,2
71,5,6,32,28,40,71,2
40,2,2,33,28,40,37,1
66,2,2,34,28,40,66,2
51,2,3,34,28,40,51,2
47,2,3,34,28,40,47,1
91,5,2,35,28,40,91,2
60,8,3,35,28,40,60,2
52,5,6,35,28,40,52,2
64,2,3,39,28,40,64,2
89,5,5,54,28,40,89,2
84,8,5,56,28,40,84,2
77,10,5,56,28,40,77,2
40,2,2,6,30,40,17,1
40,0,2,11,30,40,28,1
40,2,1,13,30,40,19,1
40,0,3,19,30,40,34,1
44,8,3,19,30,40,44,1
40,2,3,21,30,40,30,1
44,2,5,22,30,40,44,1
40,0,3,23,30,40,38,1
40,2,3,24,30,40,39,1
42,5,3,24,30,40,42,1
49,8,5,24,30,40,49,1
43,2,3,26,30,40,43,1
45,8,3,27,30,40,45,1
64,2,3,37,30,40,64,2
55,8,3,38,30,40,55,2
59,2,5,38,30,40,59,2
103,5,5,42,30,40,103,3
91,10,5,56,30,40,91,2
40,0,3,16,32,40,28,1
40,2,3,18,32,40,18,1
40,5,2,19,32,40,22,1
51,2,3,19,32,40,51,2
40,2,3,20,32,40,28,1
40,2,5,21,32,40,34,1
40,8,3,23,32,40,36,1
67,8,3,25,32,40,67,2
43,8,3,30,32,40,43,1
67,2,3,38,32,40,67,2
53,0,5,39,32,40,53,2
71,5,5,45,32,40,71,2
86,8,3,47,32,40,86,2
55,30,1,48,32,40,55,2
95,2,6,50,32,40,95,2
40,0,5,8,33,40,16,1
40,2,3,17,33,40,24,1
40,18,2,19,33,40,29,1
40,5,3,23,33,40,31,1
44,2,3,25,33,40,44,1
51,5,3,25,33,40,51,2
46,2,5,28,33,40,46,1
50,8,5,28,33,40,50,1
56,5,6,29,33,40,56,2
40,2,2,32,33,40,35,1
55,8,5,32,33,40,55,2
65,8,5,36,33,40,65,2
85,2,5,43,33,40,85,2
96,5,6,45,33,40,96,2
78,5,5,60,33,40,78,2
40,8,2,11,35,40,15,1
40,5,2,15,35,40,25,1
40,5,3,16,35,40,31,1
40,8,3,17,35,40,39,1
40,2,3,19,35,40,30,1
40,2,5,19,35,40,29,1
40,5,6,19,35,40,27,1
40,12,3,20,35,40,27,1
50,50,3,22,35,40,47,1
40,5,3,23,35,40,25,1
40,5,2,24,35,40,28,1
40,2,5,28,35,40,36,1
59,2,6,29,35,40,59,2
40,2,3,30,35,40,39,1
40,2,5,30,35,40,33,1
52,5,5,31,35,40,52,2
63,2,3,35,35,40,63,2
85,5,5,65,35,40,85,2
105,45,5,75,35,40,105,3
40,0,5,7,37,40,24,1
40,2,5,8,37,40,21,1
40,2,2,14,37,40,20,1
40,2,2,16,37,40,23,1
40,2,3,21,37,40,30,1
40,5,5,21,37,40,28,1
40,0,3,22,37,40,20,1
40,2,2,23,37,40,36,1
53,8,2,24,37,40,53,2
40,2,3,24,37,40,38,1
40,0,5,26,37,40,40,1
62,5,2,28,37,40,62,2
61,5,5,30,37,40,61,2
40,5,2,32,37,40,35,1
40,5,3,32,37,40,40,1
40,5,2,35,37,40,38,1
66,5,3,37,37,40,66,2
72,5,6,39,37,40,72,2
70,5,5,40,37,40,70,2
69,10,3,49,37,40,69,2
55,2,3,54,37,40,55,2
40,2,1,7,38,40,15,1
40,2,2,11,38,40,19,1
40,12,3,20,38,40,30,1
40,10,5,20,38,40,39,1
51,8,3,21,38,40,51,2
45,8,2,26,38,40,45,1
40,2,3,27,38,40,36,1
60,2,3,29,38,40,60,2
58,5,5,29,38,40,58,2
56,12,5,33,38,40,56,2
63,5,5,40,38,40,63,2
78,2,5,46,38,40,78,2
81,5,3,53,38,40,81,2
114,8,5,67,38,40,114,3
40,2,3,16,40,40,21,1
40,2,2,19,40,40,19,1
47,2,2,22,40,40,47,1
40,2,6,22,40,40,25,1
40,0,2,23,40,40,36,1
45,2,3,25,40,40,45,1
40,2,3,26,40,40,39,1
48,20,3,26,40,40,48,1
54,5,3,29,40,40,54,2
82,5,7,29,40,40,82,2
47,2,3,30,40,40,47,1
64,2,3,31,40,40,64,2
66,5,6,34,40,40,66,2
67,2,5,35,40,40,67,2
63,38,5,35,40,40,63,2
50,5,3,37,40,40,50,1
81,5,6,50,40,40,81,2
42,2,3,13,42,40,22,1
42,5,3,24,42,40,30,1
53,5,5,27,42,40,53,2
54,2,3,28,42,40,54,2
50,12,3,31,42,40,50,1
62,5,3,32,42,40,62,2
52,2,3,37,42,40,52,2
67,5,5,52,42,40,67,2
43,5,2,14,43,40,19,1
43,8,3,15,43,40,28,1
43,2,5,16,43,40,34,1
43,2,3,18,43,40,26,1
43,2,2,19,43,40,28,1
43,8,5,25,43,40,41,1
43,0,5,27,43,40,33,1
43,2,3,33,43,40,42,1
